media_id,event_name,event_label,sample_role,evidence_description,reviewer,review_status,event_definition_version
IMG_005382,person_fallen,1,positive,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_CRAWL_G001_V01; taxonomy=crawling_quadruped_support; generation_group_id=PF_P4D_HN_CRAWL_G001; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=80e28147640d5f74a7e7153f4499eecfb9cfd7b2eb8ec84020bf2d7a0a4378cf; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_03_gr3q6_authorized_20260831_01/08_final/PF_P4D_HN_CRAWL_G001_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005413,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G006_V02; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G006; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=3046fb43590078dd4c1d9f51ee85bea5e8af821a61248cccac9b3aabfa3ab81e; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G006_V02.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005414,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G006_V03; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G006; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=b44aacd2710e04264b8be5a8046fb77b2e29d4c41155d14c7d902e9b9f26b734; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G006_V03.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005415,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G006_V04; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G006; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=6efac3deebf25a7c6e1edb7ebfa72146ed12077e750f9a4aa16dd4a41b590a2c; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G006_V04.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005416,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G006_V05; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G006; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=21cbdfc71ebb5ddcf980c8af479ca1be17e6b8d81e3b412aabf55ac5c5520d6e; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G006_V05.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005417,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G007_V01; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G007; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=be2144a896c3a6f77dc5b9fb06b7f0a211e5aec86fbb3173116fabb512c17263; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G007_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005418,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G007_V02; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G007; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=487479c3e26b1caa9ab49fb2ea6feddf34e9c10fdca9bd4bcade13947a7c86f7; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G007_V02.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005419,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G007_V03; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G007; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=7ab5c38ad749015a73899582af27466dc800ae278af8b5d30573348a69d539ed; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G007_V03.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005420,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G007_V04; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G007; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=b04dc22a6651d55af655dd4e125319b7e8e1a6716944980f15dd0305555849e6; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G007_V04.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005421,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G007_V05; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G007; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=e0e83fe5910aed2fc9629efe298175e69c19a39d1b21b1bda737172588bae74e; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G007_V05.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005422,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G008_V01; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G008; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=56bc79407280b2e31c49ac6ea2d58c5af3460a64bf494a816284140b54a6bdda; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G008_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005423,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G008_V02; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G008; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=7627a29a4f7225bca531e3049010d5190305f24918fc7c1250a4c8ac16292f10; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G008_V02.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005424,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G008_V03; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G008; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=bd272252ee09698e901c38993d4016f3dff41014d58fe0106e75d58191991339; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G008_V03.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005425,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G008_V04; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G008; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=39ff8fff5340afa480d5758b2fda3fbe0b3b1d5c18d58b0813ddb7b94a44ab7b; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G008_V04.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005426,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G008_V05; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G008; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=1c66e4146019746cfc21b3de759aae6b7eee9550e5e23634b656eadaba8a0140; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G008_V05.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005427,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G009_V01; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G009; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=b024c2e324504db9c3e0ee27a2677a5647be0e3ea895279b490de49904bda5df; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G009_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005428,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G009_V02; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G009; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=3e4cd1c8194c514353ea7dc63756f4fa1b0300093436b7e1d8c530977c9b27e6; source_image_path=/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G009_V02.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005429,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G009_V03; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G009; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=217fe977333506f063cf4574d441a9644bb71c85fcba8a38bc9f836c5d7c826c; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_01_authorized_20260830_05/08_final/PF_P4D_HN_KNEEL_G009_V03.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005430,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G009_V04; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G009; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=9f3c79cd42d307dab91e5030e46e3509044abf996fec3917652b9824407c2ca7; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_01_authorized_20260830_05/08_final/PF_P4D_HN_KNEEL_G009_V04.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005431,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_KNEEL_G009_V05; taxonomy=kneeling_half_kneeling; generation_group_id=PF_P4D_HN_KNEEL_G009; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=2d75e4de53d2edad686a5d004c88a08ddc8807b275d0ea9a99a27ff825bc361d; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_01_authorized_20260830_05/08_final/PF_P4D_HN_KNEEL_G009_V05.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005432,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_MAINT_G002_V01; taxonomy=ground_maintenance; generation_group_id=PF_P4D_HN_MAINT_G002; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=dfc2f92acc2172dbd0b24b6d6cc69d894fbb483c34dde182d44e61c403e15678; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_07_gr3q10_authorized_20260901_01/08_final/PF_P4D_HN_MAINT_G002_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005433,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_MAINT_G002_V02; taxonomy=ground_maintenance; generation_group_id=PF_P4D_HN_MAINT_G002; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=08511bbc5ba1673bf1ad56497872080e7da1d20dffee469e4f44021a97388e35; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_07_gr3q10_authorized_20260901_01/08_final/PF_P4D_HN_MAINT_G002_V02.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005434,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_MAINT_G002_V03; taxonomy=ground_maintenance; generation_group_id=PF_P4D_HN_MAINT_G002; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=1145eb0ad1714941dbb6a018e8322ea40e8ff6cf43365c9d3365e6bb8d1dfb87; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_07_gr3q10_authorized_20260901_01/08_final/PF_P4D_HN_MAINT_G002_V03.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005435,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_MAINT_G002_V04; taxonomy=ground_maintenance; generation_group_id=PF_P4D_HN_MAINT_G002; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=4aa4cf12aab73222da8460691afc237653b99f12174f0f16cc74393a7cf8a4fe; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_07_gr3q10_authorized_20260901_01/08_final/PF_P4D_HN_MAINT_G002_V04.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005436,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_MAINT_G002_V05; taxonomy=ground_maintenance; generation_group_id=PF_P4D_HN_MAINT_G002; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_DEV; source_image_sha256=de2f4da24c5c9085bcef4ec43aaf19f2d2ecf24e86ac817edbe3384672fb51dd; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_07_gr3q10_authorized_20260901_01/08_final/PF_P4D_HN_MAINT_G002_V05.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005437,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_MAINT_G006_V01; taxonomy=ground_maintenance; generation_group_id=PF_P4D_HN_MAINT_G006; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=e3c695d7477ac6d23fdc3355705576187733d5cc318428d35dc6650438af829f; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_03_gr3q6_authorized_20260831_01/08_final/PF_P4D_HN_MAINT_G006_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005438,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_MIX_G003_V01; taxonomy=mixed_hard_negative; generation_group_id=PF_P4D_HN_MIX_G003; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=bf382895a2f7b29162c6b32fbde747c1071625c5053789b4360f469942e1d234; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_05_gr3q8_authorized_20260831_01/08_final/PF_P4D_HN_MIX_G003_V01.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005439,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_MIX_G003_V02; taxonomy=mixed_hard_negative; generation_group_id=PF_P4D_HN_MIX_G003; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=bfdd5e06500f9a54dee1443f8ee51c40db46695c54ad94c54e237330bc1929fa; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_05_gr3q8_authorized_20260831_01/08_final/PF_P4D_HN_MIX_G003_V02.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005440,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_MIX_G003_V03; taxonomy=mixed_hard_negative; generation_group_id=PF_P4D_HN_MIX_G003; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=de1ce3010d3bc086c0309de6621809c70a175b49a67c18b30894fbb0165c1bc5; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_05_gr3q8_authorized_20260831_01/08_final/PF_P4D_HN_MIX_G003_V03.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005441,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_MIX_G003_V04; taxonomy=mixed_hard_negative; generation_group_id=PF_P4D_HN_MIX_G003; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=17eaf46440682d6ca3e41a449e33a4d7c3e463f3a963ce0758753425af643b13; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_05_gr3q8_authorized_20260831_01/08_final/PF_P4D_HN_MIX_G003_V04.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
IMG_005442,person_fallen,0,hard_negative,GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; prompt_id=PF_P4D_HN_MIX_G003_V05; taxonomy=mixed_hard_negative; generation_group_id=PF_P4D_HN_MIX_G003; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; planned_split=V3_SCREEN; source_image_sha256=da444bdf191fde922674c5921d71193faee7832d1313d3af2e1e4fecfab5221d; source_image_path=/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_05_gr3q8_authorized_20260831_01/08_final/PF_P4D_HN_MIX_G003_V05.png; frozen_remap=/home/yanbo/net_vlm_person_fallen_v2_optimization/11_person_fallen_v3_revision/remap/person_fallen_v3_remap_manifest.csv,,unreviewed,v3.0
