item_id,source_family,prompt_id,media_id,group_id,source_split,v3_split,old_role,old_label,taxonomy,prompt_path,prompt_sha256_expected,prompt_sha256_actual,source_image_path,source_image_sha256_expected,source_image_sha256_actual,source_image_sha_basis,source_asset_status,source_provenance_status,remap_rule,prompt_semantics_check,new_label,gt_type,gt_source,human_semantic_review_required,metric_stratum,formal_v3_evaluation,evaluation_exclusion_reason
V2_ORIGINAL::IMG_003892,V2_ORIGINAL_SYNTHETIC_500,211_n02-normal-walking-01,IMG_003892,pf_v2_aigc_n02-normal-walking,DEV,V3_DEV,negative,0,walking,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/211_n02-normal-walking-01.txt,989e64b917cbe5846b077fccd3bdd3c7d946dca5b557a01eb0ae543b970c8b3e,989e64b917cbe5846b077fccd3bdd3c7d946dca5b557a01eb0ae543b970c8b3e,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/211_n02-normal-walking-01.png,84620ef986b653f83fe4161a06054c03b14bfde35ca3588d66b6dcdfeb104929,84620ef986b653f83fe4161a06054c03b14bfde35ca3588d66b6dcdfeb104929,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_WALKING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003893,V2_ORIGINAL_SYNTHETIC_500,212_n02-normal-walking-02,IMG_003893,pf_v2_aigc_n02-normal-walking,DEV,V3_DEV,negative,0,walking,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/212_n02-normal-walking-02.txt,ffb7fe2d5fa284c2f2380dc0c8a3dd6df20828209f8c73ba322f84401db23251,ffb7fe2d5fa284c2f2380dc0c8a3dd6df20828209f8c73ba322f84401db23251,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/212_n02-normal-walking-02.png,2a5c2d55fe21dcfb62d6193ee70d56c16a38f892c0ca6991f871e9220a1e4114,2a5c2d55fe21dcfb62d6193ee70d56c16a38f892c0ca6991f871e9220a1e4114,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_WALKING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003894,V2_ORIGINAL_SYNTHETIC_500,213_n02-normal-walking-03,IMG_003894,pf_v2_aigc_n02-normal-walking,DEV,V3_DEV,negative,0,walking,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/213_n02-normal-walking-03.txt,b7f2a4a9c5b7dd393ba1ac04ecd3edb63c06b354dd8549c40e6ca19756465310,b7f2a4a9c5b7dd393ba1ac04ecd3edb63c06b354dd8549c40e6ca19756465310,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/213_n02-normal-walking-03.png,df7262d5f0764ffcdeac7c699684178eace0c41aa85f58c6b96a19726c2938a5,df7262d5f0764ffcdeac7c699684178eace0c41aa85f58c6b96a19726c2938a5,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_WALKING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003895,V2_ORIGINAL_SYNTHETIC_500,214_n02-normal-walking-04,IMG_003895,pf_v2_aigc_n02-normal-walking,DEV,V3_DEV,negative,0,walking,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/214_n02-normal-walking-04.txt,e3c80f5aca6a04aaad93f824e0fa5602a76074af98f28cd02893291d82eeb37e,e3c80f5aca6a04aaad93f824e0fa5602a76074af98f28cd02893291d82eeb37e,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/214_n02-normal-walking-04.png,fc149aaea8829ea06f3ed12651debf67d1b41ee5405a8479d2855176ad1207f8,fc149aaea8829ea06f3ed12651debf67d1b41ee5405a8479d2855176ad1207f8,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_WALKING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003896,V2_ORIGINAL_SYNTHETIC_500,215_n02-normal-walking-05,IMG_003896,pf_v2_aigc_n02-normal-walking,DEV,V3_DEV,negative,0,walking,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/215_n02-normal-walking-05.txt,e6ef6256070941b5726220e6bca493058bc5c1fee09a6cfb2a1f8ea2469b60d1,e6ef6256070941b5726220e6bca493058bc5c1fee09a6cfb2a1f8ea2469b60d1,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/215_n02-normal-walking-05.png,3ea5da470a7ca94ea0f92d87746573becb0e70b5d600f444a579417cca00be40,3ea5da470a7ca94ea0f92d87746573becb0e70b5d600f444a579417cca00be40,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_WALKING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003897,V2_ORIGINAL_SYNTHETIC_500,216_n02-normal-walking-06,IMG_003897,pf_v2_aigc_n02-normal-walking,DEV,V3_DEV,negative,0,walking,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/216_n02-normal-walking-06.txt,78c5308a8e2001f3198d4c4434fde9ef42480e6096f12cf83c43dc5002844bc4,78c5308a8e2001f3198d4c4434fde9ef42480e6096f12cf83c43dc5002844bc4,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/216_n02-normal-walking-06.png,5236377d0e960a946da10b1df70dee4dedb6b1ee8dfab55782303b948b178395,5236377d0e960a946da10b1df70dee4dedb6b1ee8dfab55782303b948b178395,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_WALKING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003898,V2_ORIGINAL_SYNTHETIC_500,217_n02-normal-walking-07,IMG_003898,pf_v2_aigc_n02-normal-walking,DEV,V3_DEV,negative,0,walking,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/217_n02-normal-walking-07.txt,91e3406f29c9347dbd19294e2287a53b9774c89076430bec860968a3271a736e,91e3406f29c9347dbd19294e2287a53b9774c89076430bec860968a3271a736e,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/217_n02-normal-walking-07.png,832f2687a61e8d82e1f5571fe27fb39531c55823e664a34cf284c8af48b2a9d0,832f2687a61e8d82e1f5571fe27fb39531c55823e664a34cf284c8af48b2a9d0,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_WALKING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003899,V2_ORIGINAL_SYNTHETIC_500,218_n02-normal-walking-08,IMG_003899,pf_v2_aigc_n02-normal-walking,DEV,V3_DEV,negative,0,walking,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/218_n02-normal-walking-08.txt,d2aa757cc49447e0deb9e70ed031635e41830ea121655549b8d0ecf1aaba5ed4,d2aa757cc49447e0deb9e70ed031635e41830ea121655549b8d0ecf1aaba5ed4,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/218_n02-normal-walking-08.png,e5272b7ba0585b8642824a52f893afc42fc446c0ea9e9b7b11ed2b6eb4615835,e5272b7ba0585b8642824a52f893afc42fc446c0ea9e9b7b11ed2b6eb4615835,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_WALKING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003900,V2_ORIGINAL_SYNTHETIC_500,219_n02-normal-walking-09,IMG_003900,pf_v2_aigc_n02-normal-walking,DEV,V3_DEV,negative,0,walking,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/219_n02-normal-walking-09.txt,fad9196b15b839626f760871a9e6d4cb762e7bd0635ee38b361c3cdd9abc5efe,fad9196b15b839626f760871a9e6d4cb762e7bd0635ee38b361c3cdd9abc5efe,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/219_n02-normal-walking-09.png,e12aa00ebca5ce986b5df9f5e39d562be46c2c28dec4a2f9fe6d3e9c9554a048,e12aa00ebca5ce986b5df9f5e39d562be46c2c28dec4a2f9fe6d3e9c9554a048,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_WALKING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_004002,V2_ORIGINAL_SYNTHETIC_500,21_p03-prone-on-floor-01,IMG_004002,pf_v2_aigc_p03-prone-on-floor,DEV,V3_DEV,positive,1,prone_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/21_p03-prone-on-floor-01.txt,6a930f25e9052b7138e3d818d094cfc97049267377a7586c4e199432b20ea58b,6a930f25e9052b7138e3d818d094cfc97049267377a7586c4e199432b20ea58b,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/21_p03-prone-on-floor-01.png,f0afef1f06a16d9f91cbc9eb9a52cecd79d692a10c0624b6f169255a562f6374,f0afef1f06a16d9f91cbc9eb9a52cecd79d692a10c0624b6f169255a562f6374,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_PRONE_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_003901,V2_ORIGINAL_SYNTHETIC_500,220_n02-normal-walking-10,IMG_003901,pf_v2_aigc_n02-normal-walking,DEV,V3_DEV,negative,0,walking,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/220_n02-normal-walking-10.txt,e8d2e3b85067d1fc3fabfb25b54392dd607c5d5e8c2eb4bed317b410c614a36d,e8d2e3b85067d1fc3fabfb25b54392dd607c5d5e8c2eb4bed317b410c614a36d,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/220_n02-normal-walking-10.png,350be842f28a57c01d24f1ba08b664e57ee67df4d22eb4d566fb272af8819347,350be842f28a57c01d24f1ba08b664e57ee67df4d22eb4d566fb272af8819347,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_WALKING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003902,V2_ORIGINAL_SYNTHETIC_500,221_n03-normal-seated-on-chair-stool-01,IMG_003902,pf_v2_aigc_n03-normal-seated-on-chair-stool,DEV,V3_DEV,negative,0,chair_sitting,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/221_n03-normal-seated-on-chair-stool-01.txt,8c455f71a80cf12fd0de5d596b1c70e40e694d5e554a66cd1dead875225374e7,8c455f71a80cf12fd0de5d596b1c70e40e694d5e554a66cd1dead875225374e7,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/221_n03-normal-seated-on-chair-stool-01.png,134dfe24ba4a545900acbfdb83b4a62b70449aaadd890b1c75651779c8f2e888,134dfe24ba4a545900acbfdb83b4a62b70449aaadd890b1c75651779c8f2e888,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_CHAIR_SITTING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003903,V2_ORIGINAL_SYNTHETIC_500,222_n03-normal-seated-on-chair-stool-02,IMG_003903,pf_v2_aigc_n03-normal-seated-on-chair-stool,DEV,V3_DEV,negative,0,chair_sitting,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/222_n03-normal-seated-on-chair-stool-02.txt,ba375bd3958e8d4bf4d0929d12c4f91185f6a183af61a7bf1477cddaa0b26050,ba375bd3958e8d4bf4d0929d12c4f91185f6a183af61a7bf1477cddaa0b26050,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/222_n03-normal-seated-on-chair-stool-02.png,965a36ac17f63bff6182aea6c810412c18e5e0b5a8edd978ef54aa65f471699a,965a36ac17f63bff6182aea6c810412c18e5e0b5a8edd978ef54aa65f471699a,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_CHAIR_SITTING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003904,V2_ORIGINAL_SYNTHETIC_500,223_n03-normal-seated-on-chair-stool-03,IMG_003904,pf_v2_aigc_n03-normal-seated-on-chair-stool,DEV,V3_DEV,negative,0,chair_sitting,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/223_n03-normal-seated-on-chair-stool-03.txt,71d6de4c06e6a13739ec9b970f538e0cd7ddd2e374901484c075913de9b7d773,71d6de4c06e6a13739ec9b970f538e0cd7ddd2e374901484c075913de9b7d773,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/223_n03-normal-seated-on-chair-stool-03.png,b0def42df09f987a7c46fd51ecb0ffb1a9d3017e809f2dcb08e60c5ec55a7c0f,b0def42df09f987a7c46fd51ecb0ffb1a9d3017e809f2dcb08e60c5ec55a7c0f,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_CHAIR_SITTING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003905,V2_ORIGINAL_SYNTHETIC_500,224_n03-normal-seated-on-chair-stool-04,IMG_003905,pf_v2_aigc_n03-normal-seated-on-chair-stool,DEV,V3_DEV,negative,0,chair_sitting,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/224_n03-normal-seated-on-chair-stool-04.txt,496de8c67df398458f21041c2e30820e49d74fbe6920d4599a0355862a8ba397,496de8c67df398458f21041c2e30820e49d74fbe6920d4599a0355862a8ba397,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/224_n03-normal-seated-on-chair-stool-04.png,aca00613e4666301061ddffe9cd1b2f87f0ac0326ec85e74625925198bfd7117,aca00613e4666301061ddffe9cd1b2f87f0ac0326ec85e74625925198bfd7117,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_CHAIR_SITTING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003906,V2_ORIGINAL_SYNTHETIC_500,225_n03-normal-seated-on-chair-stool-05,IMG_003906,pf_v2_aigc_n03-normal-seated-on-chair-stool,DEV,V3_DEV,negative,0,chair_sitting,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/225_n03-normal-seated-on-chair-stool-05.txt,d055bccd317785ad330af8df1015bd87f501a8b3f097192cabeff69c684138c2,d055bccd317785ad330af8df1015bd87f501a8b3f097192cabeff69c684138c2,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/225_n03-normal-seated-on-chair-stool-05.png,decbb91e43f7888ab015c46a93a6681e9ed58d0513898f92b2566cf9f62b736b,decbb91e43f7888ab015c46a93a6681e9ed58d0513898f92b2566cf9f62b736b,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_CHAIR_SITTING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003907,V2_ORIGINAL_SYNTHETIC_500,226_n03-normal-seated-on-chair-stool-06,IMG_003907,pf_v2_aigc_n03-normal-seated-on-chair-stool,DEV,V3_DEV,negative,0,chair_sitting,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/226_n03-normal-seated-on-chair-stool-06.txt,337669f29f73bfd7d06ff7ae77c4f74c69118636769718f8b4f214d3c3a24f8d,337669f29f73bfd7d06ff7ae77c4f74c69118636769718f8b4f214d3c3a24f8d,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/226_n03-normal-seated-on-chair-stool-06.png,918bcd9792f6b32b77c3d03234683d235158ee718233c5e8848c6c07f9d3136f,918bcd9792f6b32b77c3d03234683d235158ee718233c5e8848c6c07f9d3136f,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_CHAIR_SITTING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003908,V2_ORIGINAL_SYNTHETIC_500,227_n03-normal-seated-on-chair-stool-07,IMG_003908,pf_v2_aigc_n03-normal-seated-on-chair-stool,DEV,V3_DEV,negative,0,chair_sitting,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/227_n03-normal-seated-on-chair-stool-07.txt,91c9cc1b98329b3209cfc932428fbaf2b5117481e11e53a6517387a9eee708c6,91c9cc1b98329b3209cfc932428fbaf2b5117481e11e53a6517387a9eee708c6,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/227_n03-normal-seated-on-chair-stool-07.png,70840adc6065155f16f6ee3bea719f65bf73e3ef9ae255e1e6150dba45ac2f84,70840adc6065155f16f6ee3bea719f65bf73e3ef9ae255e1e6150dba45ac2f84,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_CHAIR_SITTING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003909,V2_ORIGINAL_SYNTHETIC_500,228_n03-normal-seated-on-chair-stool-08,IMG_003909,pf_v2_aigc_n03-normal-seated-on-chair-stool,DEV,V3_DEV,negative,0,chair_sitting,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/228_n03-normal-seated-on-chair-stool-08.txt,379d88d3ec8b72c9e47a528251b05e4985554bdf9136f53774915c45b6264c97,379d88d3ec8b72c9e47a528251b05e4985554bdf9136f53774915c45b6264c97,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/228_n03-normal-seated-on-chair-stool-08.png,d54811000d65c588d8507882501b378d11f35a8e4bd81d24bdf06c37b63a7c9f,d54811000d65c588d8507882501b378d11f35a8e4bd81d24bdf06c37b63a7c9f,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_CHAIR_SITTING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003910,V2_ORIGINAL_SYNTHETIC_500,229_n03-normal-seated-on-chair-stool-09,IMG_003910,pf_v2_aigc_n03-normal-seated-on-chair-stool,DEV,V3_DEV,negative,0,chair_sitting,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/229_n03-normal-seated-on-chair-stool-09.txt,c0c5fa86fff65cbcc51d1fe3887efad5efc686190837c246fce0dfccb1fa2692,c0c5fa86fff65cbcc51d1fe3887efad5efc686190837c246fce0dfccb1fa2692,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/229_n03-normal-seated-on-chair-stool-09.png,321f3a35a48e0a9f07f6f244168a419b8af6fa0e74498afebb4b61b11e640241,321f3a35a48e0a9f07f6f244168a419b8af6fa0e74498afebb4b61b11e640241,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_CHAIR_SITTING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_004003,V2_ORIGINAL_SYNTHETIC_500,22_p03-prone-on-floor-02,IMG_004003,pf_v2_aigc_p03-prone-on-floor,DEV,V3_DEV,positive,1,prone_ground_lying,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/22_p03-prone-on-floor-02.txt,7098ca4f50f689b2580a8069b264bcfba3914acc2561e1b9c8e153b79051fa11,7098ca4f50f689b2580a8069b264bcfba3914acc2561e1b9c8e153b79051fa11,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/22_p03-prone-on-floor-02.png,531968ccc4c4000ca558dc91f46f4aa132767e2df19281d2506c4cbbd62c3e0f,531968ccc4c4000ca558dc91f46f4aa132767e2df19281d2506c4cbbd62c3e0f,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_PRONE_GROUND_LYING_POSITIVE,PASS_EXPLICIT_POSTURE_CUE,positive,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,positive,true,
V2_ORIGINAL::IMG_003911,V2_ORIGINAL_SYNTHETIC_500,230_n03-normal-seated-on-chair-stool-10,IMG_003911,pf_v2_aigc_n03-normal-seated-on-chair-stool,DEV,V3_DEV,negative,0,chair_sitting,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/230_n03-normal-seated-on-chair-stool-10.txt,35a1abdd1fbe6a19ae5d4fc5d051447f0b9b6334d3e4b573ddf4f33021ba397d,35a1abdd1fbe6a19ae5d4fc5d051447f0b9b6334d3e4b573ddf4f33021ba397d,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/230_n03-normal-seated-on-chair-stool-10.png,d2415691cfd3ce59b490d558f1a3b1d4609756643ae69e8afac57b35b82a93d7,d2415691cfd3ce59b490d558f1a3b1d4609756643ae69e8afac57b35b82a93d7,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_CHAIR_SITTING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
V2_ORIGINAL::IMG_003912,V2_ORIGINAL_SYNTHETIC_500,231_n04-normal-seated-on-chair-stool-01,IMG_003912,pf_v2_aigc_n04-normal-seated-on-chair-stool,DEV,V3_DEV,negative,0,chair_sitting,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/231_n04-normal-seated-on-chair-stool-01.txt,0d3523ce9a9920ac2464de05fe4b0f61f52b2524ba08b23ae38d34eb2f982350,0d3523ce9a9920ac2464de05fe4b0f61f52b2524ba08b23ae38d34eb2f982350,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/231_n04-normal-seated-on-chair-stool-01.png,9968329187d7c0273dcc1769c05d88e846009f0fd54a7d280664fca6706c0a46,9968329187d7c0273dcc1769c05d88e846009f0fd54a7d280664fca6706c0a46,FROZEN_V2_MANIFEST_EXPECTED_AND_ACTUAL,REUSABLE_V2_NON_HOLDOUT,FROZEN_V2_PROMPT_IMAGE_MAPPING_PASS,V3_CHAIR_SITTING_NEGATIVE,PASS_EXPLICIT_NEGATIVE_CUE,negative,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,ordinary_negative,true,
