media_id,image_path,image_sha256,event_label,sample_role,scenario_id,group_id,original_split,p2_internal_role,source_type,taxonomy,baseline_predicted_status,baseline_evidence,baseline_is_fp,prompt_path,possible_GT_boundary_review_needed
IMG_003771,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/370_h07-deep-bending-picking-up-items-10.png,7972361e975c8ecd25f7e1913a677d6a3a4398700459712f51f483a610003079,0,hard_negative,pf_v2_aigc_h07-deep-bending-picking-up-items,pf_v2_aigc_h07-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated,deep_bending_or_picking,negative,"The central person is bending over to pick something up from the floor, not lying down. The person on the left is standing. The person on the right is sitting on a sofa.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/370_h07-deep-bending-picking-up-items-10.txt,false
IMG_003772,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/371_h08-deep-bending-picking-up-items-01.png,f04fb21225a9ff7f6c6452c2b9958413bffe162dafc13672883e5f8b88f90b19,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated,deep_bending_or_picking,negative,"The person is bending over and picking something up from the floor, not lying down or in a collapsed state.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/371_h08-deep-bending-picking-up-items-01.txt,false
IMG_003773,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/372_h08-deep-bending-picking-up-items-02.png,4b1351f2a093e5e070086aba2464c9f523abb19afe101a9b27134d10c88311a2,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated,deep_bending_or_picking,negative,"The person is bending over and reaching for an object on the floor, maintaining an upright torso and supported by legs. This posture does not meet the definition of lying, prone, supine, side-lying, horizontally collapsed, or curled in a lying state.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/372_h08-deep-bending-picking-up-items-02.txt,false
IMG_003774,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/373_h08-deep-bending-picking-up-items-03.png,21a12c82ab225ee00d3c587a42019afc9d9f89044201cc7d65d40a513e89779a,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated,deep_bending_or_picking,negative,"The person is bending over, reaching for an object on the floor. This posture is consistent with picking something up or performing ground maintenance, not lying, prone, or collapsed.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/373_h08-deep-bending-picking-up-items-03.txt,false
IMG_003775,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/374_h08-deep-bending-picking-up-items-04.png,4af3beb43796a537b6d2a6b06b4cdee75b0dfaf302f41b74ac9c42815cb454d2,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated,deep_bending_or_picking,negative,"The person is bending over, picking something up from the floor. They are not lying, prone, supine, side-lying, horizontally collapsed, or curled in a lying state.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/374_h08-deep-bending-picking-up-items-04.txt,false
IMG_003776,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/375_h08-deep-bending-picking-up-items-05.png,684d51921547237aa0163f511155f18a911860610defed850f7af3353bdd43a7,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated,deep_bending_or_picking,negative,"The person is bending over, likely picking something up from the floor, but is not lying, prone, or horizontally collapsed.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/375_h08-deep-bending-picking-up-items-05.txt,false
IMG_003777,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/376_h08-deep-bending-picking-up-items-06.png,5ed852acfb613f62d806ae9387a129a8441078e95bf98a8681a85b2019d7c1ff,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated,deep_bending_or_picking,negative,"The person is bending over, likely picking something up or performing ground maintenance, but is not lying, prone, supine, side-lying, horizontally collapsed, or curled in a lying state.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/376_h08-deep-bending-picking-up-items-06.txt,false
IMG_003778,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/377_h08-deep-bending-picking-up-items-07.png,98746b30c8fb3d5defaae1cabb25c4d708a6c9ba8306a1785888431a99b2e8f9,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated,deep_bending_or_picking,negative,"The person is bending over at the waist, reaching down towards the floor, likely to pick something up or clean. This posture is consistent with squatting or bending, not lying, prone, or collapsed.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/377_h08-deep-bending-picking-up-items-07.txt,false
IMG_003779,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/378_h08-deep-bending-picking-up-items-08.png,9b9c53476c8f197ebb4c7069c8ffa54f1a72385f8db028076dd3824d0888e142,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated,deep_bending_or_picking,negative,"The person is bending over, reaching for an object on the floor. This posture is consistent with picking something up or performing ground maintenance, not lying down or being collapsed.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/378_h08-deep-bending-picking-up-items-08.txt,false
IMG_003780,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/379_h08-deep-bending-picking-up-items-09.png,3ca6ded7e9efd01403f5f564bf3bbaa2ce7cc53a9e4d4c9c5327c6e862dd35ae,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated,deep_bending_or_picking,negative,"person is bending over, not lying or collapsed on the ground",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/379_h08-deep-bending-picking-up-items-09.txt,false
IMG_003781,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/380_h08-deep-bending-picking-up-items-10.png,bddb297fd24794a0fb12903c66b06983947d457f7cd37306d8b8b8cada0f3978,0,hard_negative,pf_v2_aigc_h08-deep-bending-picking-up-items,pf_v2_aigc_h08-deep-bending-picking-up-items,DEV,P2_DESIGN,ai_generated,deep_bending_or_picking,negative,"The person in the foreground is bending over, reaching for an object on the floor. This posture is consistent with picking something up or performing ground maintenance, not lying down or being in a collapsed state. Other individuals in the background are standing or sitting at a table.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/380_h08-deep-bending-picking-up-items-10.txt,false
IMG_003782,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/381_h09-exercise-push-up-plank-01.png,44e8623e2ad766479925476c92fbab18bc3c1e7ba9e45c5654134bc13c936f2c,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated,exercise_pushup_or_plank,positive,person is lying face-down on the industrial floor in a prone position with body supported by the ground,true,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/381_h09-exercise-push-up-plank-01.txt,false
IMG_003783,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/382_h09-exercise-push-up-plank-02.png,7dedf3f76b5dee1261b3a17ffca7cddd821fba988c617c2009b9040b935b1821,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated,exercise_pushup_or_plank,negative,"The person is in a plank or push-up exercise position, supported by hands and feet on the floor, which is explicitly listed as a negative example.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/382_h09-exercise-push-up-plank-02.txt,false
IMG_003784,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/383_h09-exercise-push-up-plank-03.png,fe68b7260d64c41240854528bd9b8288ee9273426440d9565c628b7b96b5d279,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated,exercise_pushup_or_plank,negative,"The person is performing a plank or push-up exercise, maintaining a horizontal body position supported by hands and feet, which is classified as an exercise pose rather than a fallen or lying state.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/383_h09-exercise-push-up-plank-03.txt,false
IMG_003785,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/384_h09-exercise-push-up-plank-04.png,a77070411d9ef6b04478c49bacf57f784dccc1ec7c4ba101221f19a027028dec,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated,exercise_pushup_or_plank,negative,"person is in a plank/push-up position, not lying or collapsed on the floor.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/384_h09-exercise-push-up-plank-04.txt,false
IMG_003786,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/385_h09-exercise-push-up-plank-05.png,f7e3f93d49290d8262bf2f119da7e4d34e03675776f035ed52eb7b863efcd793,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated,exercise_pushup_or_plank,positive,"A person is lying face-down on the floor in a prone position, supported by the floor surface.",true,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/385_h09-exercise-push-up-plank-05.txt,false
IMG_003787,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/386_h09-exercise-push-up-plank-06.png,4b03baae4546eb6f47fb73a16830c7a1ba949f331babc98b0bbccba0c05b7c11,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated,exercise_pushup_or_plank,negative,"The person is performing a plank or push-up exercise, maintaining a horizontal body position supported by hands and feet on the floor. This is an active exercise posture, not a lying, collapsed, or fallen state.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/386_h09-exercise-push-up-plank-06.txt,false
IMG_003788,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/387_h09-exercise-push-up-plank-07.png,4708f5506f9bc32adfa05ccf4926c76a7841034d02e658a652a832c7cb4a4adc,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated,exercise_pushup_or_plank,negative,"The person is performing a plank or push-up exercise, maintaining a horizontal body position supported by hands and toes, which is classified as an exercise pose rather than a fallen or lying state.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/387_h09-exercise-push-up-plank-07.txt,false
IMG_003789,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/388_h09-exercise-push-up-plank-08.png,21f4286a344ea0ac02c3f5ce64d9873282b0e088c68b5f15cb1aaee753ab9c96,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated,exercise_pushup_or_plank,negative,"The person is performing a plank or push-up exercise, maintaining a horizontal body position supported by hands and feet, which is classified as an exercise pose rather than a fallen or lying state.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/388_h09-exercise-push-up-plank-08.txt,false
IMG_003790,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/389_h09-exercise-push-up-plank-09.png,f1247d624540a5c7d88d0ec34acd267160c564003bea77c3aae1df5cfcafe50b,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated,exercise_pushup_or_plank,negative,"The person is performing push-ups, which is an exercise pose and does not satisfy the positive definition of lying, prone, or collapsed.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/389_h09-exercise-push-up-plank-09.txt,false
IMG_003791,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/final/390_h09-exercise-push-up-plank-10.png,38734fed0f3668e0742c0ab92ea498ec156e09d8300ecf9c3c49cc36154805b7,0,hard_negative,pf_v2_aigc_h09-exercise-push-up-plank,pf_v2_aigc_h09-exercise-push-up-plank,DEV,P2_DESIGN,ai_generated,exercise_pushup_or_plank,negative,"The person is performing push-ups, which is an exercise pose and does not satisfy the positive definition of lying or being fallen.",false,/home/yanbo/下载/batches/batch_person-fallen-v2-camera1p5m/prompts/390_h09-exercise-push-up-plank-10.txt,false
