operational_id,operational_class,expected_high_priority,selection_basis,item_id,source_family,prompt_id,media_id,group_id,source_split,v3_split,image_path,image_sha256,image_sha_basis,prompt_path,prompt_sha256,taxonomy,old_role,old_label,ground_truth,metric_stratum,source_provenance_status,gt_type,gt_source,human_semantic_review_required,formal_v3_evaluation
PFV4_SCREEN_0024,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G012_V04,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G012_V04,,PF_P4D_HN_SIT_G012,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G012_V04.png,675549b77a00269d6c6c32df777510565d028b992f33bad8ef6807bbf745a2ad,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G012_V04.txt,a05023e48ebc3d6cb9396eee6447573e4fbb42a67841076e333e8706ddb0df95,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0025,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SIT_G012_V05,P4D_FROZEN_PLAN_440,PF_P4D_HN_SIT_G012_V05,,PF_P4D_HN_SIT_G012,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_SIT_G012_V05.png,22c0179dc083fe659bc1cc1c2405d1e44313804660941b2b01b73f29d3fa2f4f,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SIT_G012_V05.txt,22a52cd5ada96259ad6e11be50e797a2afd3077a388c299bd379a4060262567d,floor_sitting,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0026,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_KNEEL_G008_V01,P4D_FROZEN_PLAN_440,PF_P4D_HN_KNEEL_G008_V01,,PF_P4D_HN_KNEEL_G008,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G008_V01.png,56bc79407280b2e31c49ac6ea2d58c5af3460a64bf494a816284140b54a6bdda,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G008_V01.txt,43b1d72d24355d5ed3a74237db30fcbadf4f19f9322f944e971e5f96f0c8122a,kneeling_half_kneeling,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0027,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_KNEEL_G008_V02,P4D_FROZEN_PLAN_440,PF_P4D_HN_KNEEL_G008_V02,,PF_P4D_HN_KNEEL_G008,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G008_V02.png,7627a29a4f7225bca531e3049010d5190305f24918fc7c1250a4c8ac16292f10,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G008_V02.txt,5339a3a468b17360cc2b24b3172fb29e0289eee6d2c22d9900132f879b56f934,kneeling_half_kneeling,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0028,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_KNEEL_G008_V03,P4D_FROZEN_PLAN_440,PF_P4D_HN_KNEEL_G008_V03,,PF_P4D_HN_KNEEL_G008,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G008_V03.png,bd272252ee09698e901c38993d4016f3dff41014d58fe0106e75d58191991339,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G008_V03.txt,3f03476809c8104d4c0eac19bb45924e985f92d6e062dec6a1139158d42030df,kneeling_half_kneeling,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0029,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_KNEEL_G008_V04,P4D_FROZEN_PLAN_440,PF_P4D_HN_KNEEL_G008_V04,,PF_P4D_HN_KNEEL_G008,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G008_V04.png,39ff8fff5340afa480d5758b2fda3fbe0b3b1d5c18d58b0813ddb7b94a44ab7b,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G008_V04.txt,78d114c278f03a9932333c2b7c58e1036860fb893bf83f1ceafedd9886e04692,kneeling_half_kneeling,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0030,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_KNEEL_G008_V05,P4D_FROZEN_PLAN_440,PF_P4D_HN_KNEEL_G008_V05,,PF_P4D_HN_KNEEL_G008,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G008_V05.png,1c66e4146019746cfc21b3de759aae6b7eee9550e5e23634b656eadaba8a0140,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G008_V05.txt,1e96915a0857f55fc4092b16d581167cae7513e1c3ff4c45cc75245b5a1cc6f2,kneeling_half_kneeling,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0031,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_KNEEL_G009_V01,P4D_FROZEN_PLAN_440,PF_P4D_HN_KNEEL_G009_V01,,PF_P4D_HN_KNEEL_G009,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G009_V01.png,b024c2e324504db9c3e0ee27a2677a5647be0e3ea895279b490de49904bda5df,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G009_V01.txt,71d53dfc79863eed363963b498452ef630b0178ddd1d7a647ce0c4baee467e3c,kneeling_half_kneeling,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0032,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_KNEEL_G009_V02,P4D_FROZEN_PLAN_440,PF_P4D_HN_KNEEL_G009_V02,,PF_P4D_HN_KNEEL_G009,NEW_SCREEN,V3_SCREEN,/home/yanbo/下载/batches/batch-person-fallen-v2-p4d-hardneg-fullregen-r2-camera1p5m/final/PF_P4D_HN_KNEEL_G009_V02.png,3e4cd1c8194c514353ea7dc63756f4fa1b0300093436b7e1d8c530977c9b27e6,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G009_V02.txt,8eb7af8e448e7423ea949cb694c760f9fd08a71056e8f4b601ecfa4c4a769713,kneeling_half_kneeling,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0033,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_KNEEL_G009_V03,P4D_FROZEN_PLAN_440,PF_P4D_HN_KNEEL_G009_V03,,PF_P4D_HN_KNEEL_G009,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_01_authorized_20260830_05/08_final/PF_P4D_HN_KNEEL_G009_V03.png,217fe977333506f063cf4574d441a9644bb71c85fcba8a38bc9f836c5d7c826c,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G009_V03.txt,78cce9e13abc2d03678713e9ae759060109a536483a15b536ba87275cdb01ec6,kneeling_half_kneeling,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0034,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_KNEEL_G009_V04,P4D_FROZEN_PLAN_440,PF_P4D_HN_KNEEL_G009_V04,,PF_P4D_HN_KNEEL_G009,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_01_authorized_20260830_05/08_final/PF_P4D_HN_KNEEL_G009_V04.png,9f3c79cd42d307dab91e5030e46e3509044abf996fec3917652b9824407c2ca7,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G009_V04.txt,fd5443a2ba97e937e92851e540ee0a31af679659d7ce5da54a92be8685bd6cf1,kneeling_half_kneeling,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0035,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_KNEEL_G009_V05,P4D_FROZEN_PLAN_440,PF_P4D_HN_KNEEL_G009_V05,,PF_P4D_HN_KNEEL_G009,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_01_authorized_20260830_05/08_final/PF_P4D_HN_KNEEL_G009_V05.png,2d75e4de53d2edad686a5d004c88a08ddc8807b275d0ea9a99a27ff825bc361d,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_KNEEL_G009_V05.txt,92dadc3dba5615cb68ffd9ad23e510f3ee5b1eac62f2e68b08a7376ec08f5aa9,kneeling_half_kneeling,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0036,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_MAINT_G006_V01,P4D_FROZEN_PLAN_440,PF_P4D_HN_MAINT_G006_V01,,PF_P4D_HN_MAINT_G006,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_03_gr3q6_authorized_20260831_01/08_final/PF_P4D_HN_MAINT_G006_V01.png,e3c695d7477ac6d23fdc3355705576187733d5cc318428d35dc6650438af829f,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_MAINT_G006_V01.txt,ef9fdb69acc4b16cdfd8d7e79a35eee5917e8f1fe87d81685f7f2eafde33c78d,ground_maintenance,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0037,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SQUAT_G006_V01,P4D_FROZEN_PLAN_440,PF_P4D_HN_SQUAT_G006_V01,,PF_P4D_HN_SQUAT_G006,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_04_gr3q7_authorized_20260831_01/08_final/PF_P4D_HN_SQUAT_G006_V01.png,4ebfe3368ea901fce3b9df9d97ca6e7f8aea94fe378105a2b91e0c51bfe34844,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SQUAT_G006_V01.txt,a2ed968bc2effc60c86c4f32d6f46cfac1b56bc6bbb2084dee4b4000b6edea25,squat_crouch_deep_bend,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0038,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SQUAT_G006_V02,P4D_FROZEN_PLAN_440,PF_P4D_HN_SQUAT_G006_V02,,PF_P4D_HN_SQUAT_G006,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_04_gr3q7_authorized_20260831_01/08_final/PF_P4D_HN_SQUAT_G006_V02.png,8fea406b8d47b179de27d7211774a16acb7029bdb9da469b466cc54b4f9afdd7,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SQUAT_G006_V02.txt,348bc3b79c2383a87bce713946088c5416c383be8b6857481e5c7622f3c451a2,squat_crouch_deep_bend,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0039,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SQUAT_G006_V03,P4D_FROZEN_PLAN_440,PF_P4D_HN_SQUAT_G006_V03,,PF_P4D_HN_SQUAT_G006,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_04_gr3q7_authorized_20260831_01/08_final/PF_P4D_HN_SQUAT_G006_V03.png,9f2e8a7815f4829fa88c4a14905343c8f698d020582a194d899d3bdd0bb7c922,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SQUAT_G006_V03.txt,36082ac7cb7ba476b0ccf6358616044619f45f2b1ec469076752dd104cbf2e35,squat_crouch_deep_bend,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0040,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SQUAT_G006_V04,P4D_FROZEN_PLAN_440,PF_P4D_HN_SQUAT_G006_V04,,PF_P4D_HN_SQUAT_G006,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_04_gr3q7_authorized_20260831_01/08_final/PF_P4D_HN_SQUAT_G006_V04.png,16abb64f9c6d14df3615793a8e3c963b99d6ff7030b11f69f70674178ca09619,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SQUAT_G006_V04.txt,51166e09fbe0ba5b105e354d9b69842f2f8d3251c304f5bb0d1a60050e7ff3dd,squat_crouch_deep_bend,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0041,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_SQUAT_G006_V05,P4D_FROZEN_PLAN_440,PF_P4D_HN_SQUAT_G006_V05,,PF_P4D_HN_SQUAT_G006,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_04_gr3q7_authorized_20260831_01/08_final/PF_P4D_HN_SQUAT_G006_V05.png,be82a50da7b39a0577a009ef61a133393fd33d1c938f71d009e6b63ed0349906,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_SQUAT_G006_V05.txt,df1c9978b59506bbb5ce3000a19dbfcb0537f1b4e9a5f636e9b876225ba8e01e,squat_crouch_deep_bend,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0042,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_MIX_G003_V01,P4D_FROZEN_PLAN_440,PF_P4D_HN_MIX_G003_V01,,PF_P4D_HN_MIX_G003,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_05_gr3q8_authorized_20260831_01/08_final/PF_P4D_HN_MIX_G003_V01.png,bf382895a2f7b29162c6b32fbde747c1071625c5053789b4360f469942e1d234,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_MIX_G003_V01.txt,49e11bb9201912221b692c599796bcc5c39fa42631f5e5ba6572ecf6c4e2ea89,mixed_hard_negative,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0043,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_MIX_G003_V02,P4D_FROZEN_PLAN_440,PF_P4D_HN_MIX_G003_V02,,PF_P4D_HN_MIX_G003,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_05_gr3q8_authorized_20260831_01/08_final/PF_P4D_HN_MIX_G003_V02.png,bfdd5e06500f9a54dee1443f8ee51c40db46695c54ad94c54e237330bc1929fa,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_MIX_G003_V02.txt,99310ef8c1ceca3ae54b97b256727e0c463f0c5bd58314b46e674851fe22a544,mixed_hard_negative,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0044,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_MIX_G003_V03,P4D_FROZEN_PLAN_440,PF_P4D_HN_MIX_G003_V03,,PF_P4D_HN_MIX_G003,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_05_gr3q8_authorized_20260831_01/08_final/PF_P4D_HN_MIX_G003_V03.png,de1ce3010d3bc086c0309de6621809c70a175b49a67c18b30894fbb0165c1bc5,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_MIX_G003_V03.txt,15606e25cedaeb1d1c364e9cc30d7fd68106b8eaca9308c6eebcf24401840062,mixed_hard_negative,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
PFV4_SCREEN_0045,normal_negative,NO_ALERT_NORMAL_POSE,FROZEN_LEGAL_V3_SPLIT_PRESERVED_WITHOUT_GT_REWRITE,P4D_PLAN::PF_P4D_HN_MIX_G003_V04,P4D_FROZEN_PLAN_440,PF_P4D_HN_MIX_G003_V04,,PF_P4D_HN_MIX_G003,NEW_SCREEN,V3_SCREEN,/home/yanbo/net_vlm_person_fallen_v2_optimization/08_p4d_new_hard_negative_dev_revision/02_generation/gr3_fullregen/06_execution/quota_campaign_window_05_gr3q8_authorized_20260831_01/08_final/PF_P4D_HN_MIX_G003_V04.png,17eaf46440682d6ca3e41a449e33a4d7c3e463f3a963ce0758753425af643b13,FAST_CLOSE_EXPECTED_AND_ACTUAL,/home/yanbo/下载/batches/batch_person-fallen-v2-p4d-hardneg-rev1-camera1p5m/prompts/PF_P4D_HN_MIX_G003_V04.txt,481fbf877dc576abad2c7d3d30b66f4b9d0d55a3ca6f038fa100a23cf756373f,mixed_hard_negative,hard_negative,negative,negative,hard_negative,P4D_FAST_CLOSE_PROVENANCE_MECHANICAL_LINEAGE_PASS,PROMPT_DERIVED_SYNTHETIC_GT,FROZEN_GENERATION_PROMPT_AND_PLANNED_ROLE,false,true
